diario,seccion,titulo,descripcion,sentimiento,pond_negativos,pond_neutro,pond_positivo
Ambito,Economia,Inflación en Alemania: el precio de los combustibles sube pese a baja de impuestos ,"
La medida del Gobierno alemán sobre los combustibles parece no repercutir en los consumidores ya que los precios se habían estancado tras una caída inicial, pero subieron en los últimos días.
",NEG,0.5208008289337158,0.4655330181121826,0.013666205108165741
Ambito,Economia,Monotributo: cómo se factura a partir de ahora y todo lo que tenés que saber,"
El objetivo de AFIP es que los pequeños contribuyentes puedan emitir facturas de manera simplificada. Te contamos cómo hacerlo.
",NEU,0.012164761312305927,0.9700536727905273,0.01778155192732811
Ambito,Economia,La producción industrial en Brasil registró un crecimiento casi nulo en abril ,"
Debido a las ajustadas condiciones financieras y los problemas en la cadena de suministros, la producción cayó un 0,5% interanual. La economía brasileña según analistas presenta características de estanflación, en momentos que se agita la campaña para las elecciones del próximo 2 de octubre.  
",NEG,0.9500203132629395,0.046275801956653595,0.0037038358859717846
Ambito,Economia,"La producción de autos 0 km subió un 5,9% mensual en mayo","
En mayo la producción de vehículos fue de 46.422 unidades, casi un 6% de incremento con respecto a abril y 32,8 % por sobre el registro del mismo mes del año pasado.
",NEU,0.13328644633293152,0.8264893293380737,0.04022416099905968
Ambito,Economia,Lanzan la licitación para la construcción del gasoducto Néstor Kirchner,"
El ducto tendrá una extensión de 563 kilómetros entre la localidad neuquina de Tratayén y Salliqueló en el oeste de la provincia de Buenos Aires, atravesando Río Negro y La Pampa. 
",NEU,0.02629331685602665,0.8425544500350952,0.13115225732326508
Ambito,Economia,Hang mantuvo encuentro con la CAME de cara a la nueva etapa de Precios Cuidados,"
El Secretario de Comercio Interior mantuvo un encuentro con representantes de la Confederación Argentina de la Mediana Empresa (CAME), quienes ""respaldaron la continuidad de los programas Precios Cuidados y Ahora 12"", a la vez que se comprometieron a ""presentar propuestas en el marco de un diálogo abierto"" entre ambas partes.
",NEU,0.00937663670629263,0.933294951915741,0.05732840299606323
Ambito,Economia,Golpe a Mercado Pago: Visa tomó una decisión sobre los pagos con QR y las billeteras electrónicas,"
La medida exigirá que todos los comercios con aquella forma de pago rápida y segura reciban las tarjetas de crédito o débito, sin tener en cuenta la billetera en la que estén cargadas. Pero no todos saldrán beneficiados. 
",NEU,0.23160015046596527,0.7607778310775757,0.007622025907039642
Ambito,Economia,Cómo se calcula el Impuesto a las Ganancias 2022,"
El nuevo piso del Impuesto a las Ganancias a la cuarta categoría pasó de $225.937 a $280.792 mensuales a partir de junio. Se trata de un salario neto que ronda los $233.000.
",NEU,0.010573551058769226,0.9782378673553467,0.011188512668013573
Ambito,Economia,Financial Times asegura que Vaca Muerta reemplazará la energía rusa que necesita Europa,"
Según el diario, Argentina podría convertirse en una competidor dentro del mercado del Gas Natural Licuado (GNL) global. Esto se debe al vacío que dejó ""el creciente embargo de occidente en la energía rusa"".
",NEU,0.08623605966567993,0.8836923837661743,0.03007158264517784
Ambito,Economia,Los créditos productivos de Banco Provincia crecieron 130% durante los primeros cinco meses del año,"
El financiamiento superó los $227 mil millones y llegó mayoritariamente a pequeñas y medianas empresas. Además, se triplicaron los montos respecto a 2021.
",NEU,0.09230168163776398,0.7918536067008972,0.1158447265625
Ambito,Economia,Calendario ANSES: cuándo cobran el aguinaldo los jubilados y pensionados,"
El organismo dio a conocer el cronograma de pagos para el mes de junio, que incluirá el aumento del 15% estipulado por la nueva Ley de Movilidad Previsional. 
",NEU,0.025897536426782608,0.9625304937362671,0.011572003364562988
Ambito,Economia,"Flexibilización del cepo: el Banco Central busca captar u$s2.000 millones de exportaciones ""blue""","
Como anticipó Ámbito, los freelancers podrán recibir hasta u$s12.000 anuales sin liquidarlos al oficial. Las empresas accederán a parte de sus exportaciones para pagar sueldos en dólares. Apuntan a frenar la ""fuga de talentos"" y fortalecer la capacidad exportadora de las empresas.
",NEU,0.014191435649991035,0.9523510336875916,0.03345748782157898
Ambito,Economia,"Campaña agrícola: elevan proyección de cosecha de soja a 43,3 millones de toneladas","
El área a sembrar con trigo se reduciría en 100.00 hectáreas por la falta de humedad.
",NEU,0.031087515875697136,0.8913893103599548,0.07752320170402527
Ambito,Economia,"La inflación de mayo fue del 4,7% mensual, según Ferreres ","
Con relación a la medición núcleo, ésta arrojó una variación del 5,2% y en términos anuales registró una suba del 57,7%, indicó la consultora privada.
",NEU,0.45704296231269836,0.5218575596809387,0.0210995152592659
Ambito,Economia,"La estrategia de la Fed puede complicar ""todavía más"" a la economía local","
Señalan que la política más restrictiva de la Reserva Federal ""no es una buena noticia para Argentina"" y que tendrá un ""doble impacto"" para el país.
",NEG,0.9638358950614929,0.03500666841864586,0.0011573957744985819
Ambito,Economia,Las Mipymes crearon 112 mil empleos registrados en el sector privado en el último año,"
Son datos preliminares de la Secretaría de la Pequeña y Mediana Empresa y los Emprendedores (SEPYME) del Ministerio de Desarrollo Productivo de la Nación. 
",NEU,0.1611875295639038,0.8021149039268494,0.0366976223886013
Ambito,Economia,Guillermo Hang se reunió con supermercadistas,"
Además, se analizaron iniciativas para que las PYMES puedan acceder a la Ley de Góndolas con volúmenes representativos y se discutió sobre la aplicación de la Ley de Etiquetado Frontal.
",NEU,0.020407183095812798,0.9290214776992798,0.050571318715810776
Ambito,Economia,"En la Fed anticipan más subas de tasas para ganar la ""dolorosa"" batalla contra la inflación","
Lo dijo la presidenta de la Fed de Cleveland, Loretta Mester. ""Esto será doloroso, pero también lo es la alta inflación"", consideró.
",NEG,0.6599279642105103,0.3325331211090088,0.007538885343819857
Ambito,Economia,El Gobierno elevó la alícuota del impuesto indirecto sobre las apuestas online ,"
El Impuesto Indirecto sobre apuesta online fue establecido en diciembre de 2016 mediante la ley 27.346 que dispuso una alícuota del 2% sobre el valor bruto de cada apuesta, pero a su vez se facultó al Poder Ejecutivo a aumentarla hasta en un 50%, así como disminuirla o dejar transitoriamente sin efecto el gravamen.
",NEU,0.028619620949029922,0.9589675664901733,0.012412873096764088
Ambito,Economia,Alerta en el campo: se complica la cosecha por la falta de gasoil,"
El faltante de gasoil que afecta a buena parte del país, genera preocupación en el sector agropecuario. Esta situación complica en un momento clave, en el que coinciden la cosecha gruesa de granos, como soja y maíz y las campañas de azúcar y el limón. 
",NEG,0.7394780516624451,0.25271105766296387,0.007810894399881363
Ambito,Economia,"Antonio Aracre, de Syngenta: ""Argentina va a tener que comprar confianza institucional en Nueva York""","
Así lo indicó el director general de Syngenta para el cono sur. Sostuvo que los precios de la Argentina ""no tienen lógica"".
",NEU,0.025990240275859833,0.8782023191452026,0.09580748528242111
Ambito,Economia,Alemania pide a los ciudadanos hacer acopio de alimentos por temor a desabastecimiento,"
Tras el corte de gas de Gazprom, el Ministro del Interior alemán, Horst Seehofer, elaboró un informe compuesto por un conjunto de consejos y medidas para abastecerse en caso de emergencias. 
",NEU,0.06112518534064293,0.9337292909622192,0.005145474802702665
Ambito,Economia,"Aseguran que la ""falta de estabilidad jurídica"" es lo que ""más afecta"" a la posibilidad de recuperación del país","
""Si hay dos cosas que más afectan a la recuperación es la falta de estabilidad jurídica y el cambio de reglas en juego"", afirmó Fell al abrir el 39° Congreso Anual del IAEF, que se lleva a cabo en el Centro de Convenciones de la Ciudad de Buenos Aires.
",NEG,0.9666565656661987,0.03167841583490372,0.0016650472534820437
Ambito,Economia,"El Gobierno aseguró que se cumplirá la revisión del FMI ""a pesar de los agoreros""","
La Portavoz de Gobierno, Gabriela Cerruti, aseguró que la gestión que encabeza Alberto Fernández está próxima a cumplir con las dos primeras revisiones dispuestas por el Fondo Monetario Internacional (FMI) a pesar de los ""agoreros"" que se encargan de generar desconfianza.
",NEU,0.021070273593068123,0.9248616695404053,0.054068032652139664
Ambito,Economia,Dólar: Gobierno flexibiliza el cepo para freelancers y empresas de servicios ,"
Martín Guzman, Matías Kulfas y Miguel Pesce anunciaron la flexibilización del ingreso al mercado de cambios para las empresas de economía del conocimiento que aumenten sus exportaciones.
",NEU,0.019506126642227173,0.964926540851593,0.015567302703857422
Ambito,Economia,Vaca Muerta registró récord de actividad en mayo,"
Se informó de un incremento de más del 30% en el ritmo de trabajos en mayo, respecto del mes anterior. Además., supera por un 5,16% al récord del año pasado.
",NEU,0.11467854678630829,0.8297385573387146,0.05558290705084801
Ambito,Economia,"""Lo que tiene olor a dólar se compra"": el informe que explica por qué vuelan las entradas de Coldplay","
Coldplay anunció 9 fechas y rápidamente los argentinos destinan su dinero a comprar la entrada masivamente. Esta acción de consumo en principio se podría decir que responde a ""más plata en los bolsillos"" ¿Es así o no?. Un reciente informe de Analytica apunta a explicar por qué ocurre este fenómeno.
",NEU,0.02271592989563942,0.9617388248443604,0.015545312315225601
Ambito,Economia,Un nuevo país ingresa a la zona euro: cómo impactará en el turismo,"
El país europeo dejará la cuna croata y pasará a contar con dicha moneda a partir del 1 de enero de 2023. Será anunciado en julio.
",NEU,0.018981298431754112,0.948135495185852,0.0328831672668457
Ambito,Economia,Monotributo: cómo facturar con el nuevo sistema paso a paso ,"
La Administración Federal de Ingresos Públicos (AFIP) lanzó un nuevo facturador con la idea de agilizar la tarea de pequeños monotributistas facilitando la emisión de tickets. El servicio puede ser usado en celulares y computadoras para contribuyentes de las categorías A, B y C. 
",NEU,0.00853626150637865,0.9818770885467529,0.00958659965544939
Ambito,Economia,"Hot Sale 2022 alcanzó a 3,3 millones de personas: cuáles fueron los productos más elegidos","
La organizadora del Hot Sale, la Cámara Argentina de Comercio Electrónico (CACE), señaló que en esta nueva edición el denominador común fue el de ""un consumidor más racional"". Qué provincias se destacaron en compras. 
",NEU,0.0221684742718935,0.9663375616073608,0.011493964120745659
Ambito,Economia,"Liquidación de divisas: tras mayo récord, entre junio y julio se esperan u$s8.000 M","
En lo que va del año se acumulan u$s15.300 M. Los precios de los granos siguen en máximos históricos, lo que aseguraría ingresos récord.
",NEU,0.05419272556900978,0.9198525547981262,0.025954799726605415
Ambito,Economia,Llegó al país la nueva draga de Jan De Nul,"
",NEU,0.014980481937527657,0.9806308746337891,0.004388714674860239
Ambito,Economia,Hecker reelecto en ABAPPRA,"
",NEU,0.033981166779994965,0.9599145650863647,0.006104335188865662
Ambito,Economia,Trigo y girasol: dos oportunidades para aumentar las exportaciones,"
Las cadenas productivas buscan capturar los altos precios internacionales. Advierten que se necesitan cambios estructurales para trascender la coyuntura.
",POS,0.004467903170734644,0.17533737421035767,0.8201947212219238
Ambito,Economia,Dólares financieros: advierten por presiones al alza en junio,"
Christian Buteler, Emiliano Anselmi, Julián Grancharoff y Sergio Chouza anticipan los movimientos del dólar en junio.
",NEU,0.421457976102829,0.568247377872467,0.010294685140252113
Ambito,Economia,"Los ADR cayeron hasta 4,4%","
",NEU,0.48802506923675537,0.49325719475746155,0.0187176913022995
Ambito,Economia,El BCRA vendió divisas por segunda jornada consecutiva (u$s45 M),"
Despu&#233;s de cerrar mayo con un saldo positivo de u$s790 millones, la autoridad monetaria encaden&#243; dos jornadas con ventas: el martes hab&#237;an sido u$s190 millones.
",NEU,0.1312699019908905,0.851170003414154,0.01756010763347149
Ambito,Economia,"Importaciones de energía y de servicios, entre factores que impiden sumar reservas","
Se agregan el costo de los fletes y los pagos de deuda de empesas, señalan analistas.
",NEG,0.971375584602356,0.02704307809472084,0.0015813678037375212
Ambito,Economia,Empresarios del sector alimenticio pidieron fortalecer Precios Cuidados,"
",NEU,0.01739594340324402,0.9249715805053711,0.05763239786028862
Ambito,Economia,"Inflación: advierten que la canasta de alimentos trepó 4,5% durante mayo","
Acumula un alza del 28% en los primeros cinco meses del año, en línea con el IPC general.
",NEG,0.6024073958396912,0.3839409649372101,0.01365166250616312
Ambito,Economia,Gasoil: YPF aumentará oferta,"
",NEU,0.008322501555085182,0.9244663119316101,0.06721121817827225
Ambito,Economia,Litio: alarma y cruces entre empresas  en sector estrella para las inversiones,"
La Aduana fijó precios de referencia para las exportaciones de carbonato de litio para evitar “maniobras irregulares” de subfacturación. Cayeron las acciones de mineras internacionales y hay fuerte enojo contra una multinacional estadounidense.
",NEU,0.2340354174375534,0.7534316778182983,0.012532943859696388
Ambito,Economia,FMI: analiza ya Goldfjan resultados de la misión (quiere datos a futuro),"
",NEU,0.021962705999612808,0.9734396934509277,0.004597606603056192
Ambito,Economia,La recaudación creció 80% en mayo (máximo nivel para el mes en 4 años),"
Se debe a una fuerte mejora en Ganancias y a los impuestos vinculados a la seguridad social. El IVA tuvo una suba interanual del 74% y el Impuesto País creció 330%.
",NEU,0.19094400107860565,0.7951000928878784,0.013955891132354736
Ambito,Economia,Litio: alarma y cruces entre empresas en el sector estrella para las inversiones,"
La Aduana fijó precios de referencia para las exportaciones de carbonato de litio para evitar ""maniobras irregulares"" de subfacturación. Cayeron las acciones de mineras internacionales y hay fuerte enojo contra una multinacional estadounidense.
",NEU,0.23167333006858826,0.7584462761878967,0.009880369529128075
Ambito,Economia,Destacan que Argentina podría sextuplicar la producción de litio para 2027,"
Lo aseguró la secretaria de Minería, Fernanda Ávila. Dijo que el país tiene capacidad para pasar de las 37.500 toneladas actuales a más de 200.000 en cinco años.
",NEU,0.03141040354967117,0.9229658842086792,0.04562380909919739
Ambito,Economia,La recaudación de mayo creció casi 80% y tocó su mayor nivel en 4 años para este mes,"
La recaudación de este mes alcanzó los $1.551.370 millones. Con el nivel de ingresos alcanzado, el ministerio de Economía estimó una expansión interanual en términos reales por vigésimo primer mes consecutivo.
",NEU,0.2198404222726822,0.7490118145942688,0.031147684901952744
Ambito,Economia,Nuevo plazo para que las empresas de la Cuenca Matanza Riachuelo actualicen sus datos,"
Se trata de un trámite obligatorio que deberán realizar los establecimientos productivos, comerciales, o de servicios asentados en esa región. Tendrán tiempo hasta el 30 de junio.
",NEU,0.007815761491656303,0.9805985689163208,0.01158566027879715
Ambito,Economia,"Liquidación de divisas: tras mayo récord, entre junio y julio se esperan u$s8.000 millones","
En lo que va del año se acumulan u$s15.300 M. Los precios de los granos siguen en máximos históricos.
",NEU,0.04142303764820099,0.9295198321342468,0.029057148844003677
Ambito,Economia,"Importaciones de energía y de servicios, entre factores que impiden al BCRA sumar dólares","
Según indicaron analistas, resulta muy dificil que el Banco Central pueda complir con la meta de acumulación pautada con el FMI. El costo de los fletes y los pagos de deuda de empesas son el otro agujero por el que se escapan las divisas.
",NEG,0.6847450137138367,0.30837997794151306,0.006874938029795885
Ambito,Economia,Proponen sacar de circulación las monedas menores a $5: qué pasará con los vueltos,"
Las monedas con baja denominación se comenzaron a vender en el mercado hasta tres veces su valor por contener cobre. Cómo la inflación se comió el valor nominal, y qué dice el proyecto de ley.
",NEU,0.03927154839038849,0.9549398422241211,0.005788622889667749
Ambito,Economia,Desestiman demanda de una empresa por inversiones en dólar futuro,"
El juez en lo Contencioso Administrativo federal 10, Walter Lara Correa, falló contra Madelan, compañía agropecuaria que había solicitado que una  resarcimiento por parte del BCRA, la CNV y el Rofex.
",NEU,0.3407539427280426,0.6504301428794861,0.008815884590148926
Ambito,Economia,"Inflación: advierten que la canasta de alimentos trepó 4,5% en mayo","
Acumula un alza del 28% en los primeros cinco meses del año, en línea con el índice de inflación general.
",NEG,0.70173180103302,0.28670766949653625,0.011560462415218353
Ambito,Economia,Precios Cuidados: empresarios alimenticios pidieron fortalecer el programa y garantizar abastecimiento,"
Los representantes de la COPAL aseguraron que Precios Cuidados ""funciona bien y que es necesario mantenerlo"". Además, también manifestaron su apoyo a los fideicomisos para evitar subas en productos como aceites, trigo y pan.
",NEU,0.012105590663850307,0.935759425163269,0.052135009318590164
Ambito,Economia,Cerró la paritaria de empleados estatales: acordaron 60% de aumento en cinco tramos,"
El incremento se dará en 5 tramos y habrá revisión paritaria en el mes de octubre.
",NEU,0.06058042123913765,0.9202536344528198,0.019165977835655212
Ambito,Economia,"Transportistas reclaman la falta de gasoil y el estado de las rutas: ""Es insostenible""","
Reportaje a Delia Flores, empresaria del transporte, quien reclama que el transporte de carga enfrenta numerosos problemas para el desarrollo de la actividad.
",NEG,0.9899285435676575,0.00887844804674387,0.001192961586639285
Ambito,Economia,"El patentamiento de motos se disparó 87,9% en mayo: cuáles fueron las más vendidas","
Se patentaron 39.162 unidades, un 6,1% respecto de abril, informó la Asociación de Concesionarios de Automotores de la República Argentina (Acara). En los primeros cinco meses del año, se vendieron 186.137 motos, un 34,5% más que en el mismo período de 2021.
",NEU,0.2915633022785187,0.6999092698097229,0.008527367375791073
Ambito,Economia,Banco Mundial aprobó préstamo de u$s600 millones para modernizar ferrocarril Belgrano Sur,"
El proyecto financiará la electrificación de la línea Belgrano Sur, la renovación de vías, la mejora de estaciones y de sus entornos, la construcción de pasos bajo nivel y puentes peatonales, entre otras actividades. Se trata de un préstamo de margen variable, reembolsable en 32 años y tiene un período de gracia de 7 años.
",NEU,0.03025972470641136,0.8662828803062439,0.10345733910799026
Ambito,Economia,"Hot Sale 2022: 20%, 30% o 40% ¿De cuánto fue el descuento promedio en esta edición?","
El evento más importante de descuentos para la compra de miles de productos llega a su fin este miércoles 1 de junio. Según un informe de CACE, hubo un 26% de descuento promedio entre todas las categorías que participan.
",NEU,0.025745054706931114,0.9710464477539062,0.003208491252735257
Ambito,Economia,El Gobierno prepara una nueva edición de Previaje,"
El ministro de Turismo, Matías Lammens, anunció hoy que ""habrá una nueva edición del programa Previaje"" que será ""diferente a las anteriores, más quirúrgica"".
",NEU,0.0052391835488379,0.9344693422317505,0.06029156595468521
Ambito,ultimas_noticias,Causa cuadernos: por primera vez peritarán las anotaciones de Centeno,"
La Justicia federal lo dispuso luego de que un empresario mencionado en los textos los hiciera analizar por peritos privados y detectara ""gravísimas irregularidades"" consistentes en ""adulteraciones y tachaduras de nombres, lugares, direcciones y fechas"".
",NEU,0.018125468865036964,0.9745271801948547,0.007347338832914829
Ambito,ultimas_noticias,"AUH y AUE ANSES: pago de junio con aumento confirmado, cuánto van a cobrar y prestaciones","
El organismo previsional informó cómo será el cronograma de pagos para junio 2022 para AUH y AUE, según DNI. Además continúa el pago del Bono IFE 2022 de Refuerzo de Ingresos de $18.000.
",NEU,0.016868481412529945,0.9756153225898743,0.007516148965805769
Ambito,ultimas_noticias,"A cuánto cotizan Bitcoin, Ethereum y otras criptomonedas hoy lunes 6 de junio ","
Seguí el minuto a minuto a la cotización del Bitcoin, Ethereum, y otras criptomonedas del mercado.
",NEU,0.035195812582969666,0.9541664719581604,0.010637706145644188
Ambito,ultimas_noticias,Dólar hoy: a cuánto cotiza en los bancos este lunes 6 de junio,"
Mirá las cotizaciones del dólar, dólar blue, dólar ahorro, dólar MEP, dólar CCL y dólar cripto en la Argentina. Conocé además el precio de la moneda estadounidense en el Banco Nación.
",NEU,0.04030466452240944,0.9479771256446838,0.011718218214809895
Ambito,ultimas_noticias,El Gobierno presentará hoy el proyecto del impuesto a la renta inesperada,"
Lo anunciarán Alberto Fernández y el ministro Martín Guzmán con un acto en Casa Rosada.
",NEU,0.014433598145842552,0.9648275375366211,0.020738869905471802
Ambito,ultimas_noticias,Clima: pronóstico del tiempo del lunes 6 de junio de 2022,"
Domingo con neblinas matinales y cielo algo a parcialmente nublado durante la jornada. Se espera una máxima de 17 grados en la Ciudad de Buenos Aires y alrededores, sin presencia de lluvias.
",NEU,0.013401852920651436,0.9669236540794373,0.01967446878552437
Ambito,ultimas_noticias,Feria agrícola con quejas de expositores ,"
",NEU,0.009855425916612148,0.9854816198348999,0.004662900697439909
Ambito,ultimas_noticias,Reencuentro en la cúpula del Ejecutivo,"
",NEU,0.01617468148469925,0.9785338640213013,0.005291326437145472
Ambito,ultimas_noticias,Detectan oportunidades de inversión en energía renovable por u$s230 millones,"
Un estudio de finanzas sostenibles elaborado por una consultora reveló alternativas de inversiones en energías renovables en las provincias del Norte Argentino por más de u$s230 millones.
",NEU,0.01842898689210415,0.6952202320098877,0.2863507866859436
Ambito,ultimas_noticias,Dólar blue hoy: a cuánto cotiza este lunes 6 de junio,"
Mirá a cuánto cerró el dólar blue. En lo que va de junio, acumula una caída de $2, luego de avanzar $6,50 en mayo, el ascenso mensual más importante de 2022.
",NEU,0.036889709532260895,0.9467430114746094,0.01636727899312973
Ambito,ultimas_noticias,Dólar hoy: a cuánto cotiza este lunes 6 de junio,"
Mirá las cotizaciones del dólar, dólar blue, dólar ahorro, dólar MEP, dólar CCL y dólar cripto en la Argentina. Conocé además el precio de la moneda estadounidense en el Banco Nación.
",NEU,0.04471477121114731,0.9424326419830322,0.012852535583078861
Ambito,ultimas_noticias,No se dejen engañar: no compren bonos hoy,"
 No es una buena idea comprar bonos hoy porque la tendencia en tasas de interés es para arriba.
",NEU,0.061357323080301285,0.8984314799308777,0.040211256593465805
Ambito,ultimas_noticias,Detectan oportunidades de inversión en energía renovable por u$s230 millones,"
Un estudio de finanzas sostenibles elaborado por una consultora reveló alternativas de inversiones en energías renovables en las provincias del Norte Argentino por más de u$s230 millones.
",NEU,0.01842898689210415,0.6952202320098877,0.2863507866859436
Ambito,ultimas_noticias,EE.UU. dejará que Eni y Repsol envíen petróleo de Venezuela a Europa ,"
La luz verde de Washington para reanudar los congelados flujos de petróleo hacia el Viejo Continente podría suponer un impulso simbólico para el presidente venezolano Nicolás Maduro.
",NEU,0.23676574230194092,0.7453494071960449,0.01788489520549774
Ambito,ultimas_noticias,Convocan a empresas de ciencia y tecnología,"
",NEU,0.026938969269394875,0.9183712005615234,0.054689835757017136
Ambito,ultimas_noticias,"Jorge De Benito, estacionero de España: ""En unos años las estaciones de servicio  serán multienergéticas""","
El presidente de la Confederación Española de Empresarios de Estaciones de Servicio (CEEES) aseguró que en un futuro ofrecerán muchos tipos de combustibles y vaticinó que Argentina puede liderar la transición energética mundial.
",NEU,0.12519998848438263,0.8452255129814148,0.02957448549568653
Ambito,ultimas_noticias,Pink tax y gestión menstrual: dos proyectos para erradicar desigualdades,"
La iniciativa de la senadora Nora Giménez busca eliminar la tasa extra que existe en ciertos productos sólo por destinarse a las femineidades. También desde la organización Economía Feminista proponen una Ley Integral de productos de gestión menstrual.
",NEU,0.030527910217642784,0.5566102862358093,0.41286173462867737
Ambito,ultimas_noticias,"Empresarios ven con ""buenos ojos"" el desembarco de Scioli, pero mantienen la ""incertidumbre""","
Consultados por Ámbito, ponderaron como positiva la gestión de Kulfas, y consideraron que la designación del exgobernador mantendrá una continuidad. Pidieron consolidar políticas como la sustitución de importaciones.
",NEU,0.08379321545362473,0.8946684002876282,0.02153831534087658
Ambito,ultimas_noticias,"Se suspendió la celebración del título de Boca por el fallecimiento de un socio ""xeneize""","
Los festejos se iban a dar después del encuentro ante Arsenal. El socio falleció en la platea, informó la dirigencia del club.
",NEU,0.22921711206436157,0.7585932016372681,0.012189661152660847
Ambito,ultimas_noticias,EEUU y Corea del Sur dispararon misiles luego de lanzamientos de Corea del Norte,"
La respuesta surcoreana-estadounidense se produjo al finalizar unos ejercicios militares conjuntos y a raíz del disparo de ocho misiles norcoreanos. Pyongyang lleva tiempo protestando contra los ejercicios militares conjuntos de Seúl y Washington, tachándolos de ensayos de invasión.
",NEU,0.09879786521196365,0.8768807649612427,0.024321332573890686
Ambito,ultimas_noticias,Cristiano y Haaland guian a sus selecciones con sus goles,"
Tanto el portugués como el danés marcaron por duplicado en los triunfos de sus equipos. Los lusos golearon 4-0 a Suiza mientras que los nórdicos derrotaron 2-1 a Suecia. 
",POS,0.008510810323059559,0.35183224081993103,0.6396569609642029
Ambito,ultimas_noticias,Un ataque a una iglesia de Nigeria dejó al menos 50 muertos,"
Testigos informaron que al menos cinco personas ""invadieron la iglesia y comenzaron a disparar"" mientras se celebraba una misa. Entre los fallecidos hay niños. 
",NEG,0.7785179018974304,0.21424637734889984,0.007235722150653601
Ambito,ultimas_noticias,River inició la defensa del título con un empate en Florencio Varela,"
Con un equipo diezmado, los dirigidos por Gallardo empataron sin goles ante Defensa y Justicia. Para la próxima fecha los de Núñez recuperarán a los seleccionados. 
",NEU,0.024777693673968315,0.9281037449836731,0.04711853340268135
Ambito,ultimas_noticias,Quini 6: los números ganadores del domingo 5 de junio,"
Conocé todo sobre el sorteo del domingo 5 de junio: los ganadores, controlá tu cartón y lo que tenés que saber. 
",NEU,0.019655246287584305,0.9591154456138611,0.02122928574681282
Ambito,ultimas_noticias,Diseñan un Programa de formación profesional en el ámbito legal y contable para generar empleo,"
Se trata de una iniciativa del estudio Chiesa, Delgado, Pita & Asociados, destinada a profesionales de la abogacía y estudiantes en el último año de la carrera.
",NEU,0.016232270747423172,0.883970320224762,0.09979738295078278
Ambito,ultimas_noticias,"Pablo González: ""YPF está a un nivel de competitividad prácticamente igual a Chevron""","
El presidente de la compañía destacó la recuperación que atraviesa la petrolera. ""Hoy Argentina está produciendo más gas del que puede transportar"", dijo.
",POS,0.03849487379193306,0.4800672233104706,0.4814379811286926
Ambito,ultimas_noticias,Lula y su esposa Janja dieron positivo de Covid-19,"
El exmandatario de Brasil, que se encuentra en campaña de cara a las elecciones presidenciales, y su esposa Rosángela da Silva fueron diagnosticados con Covid-19. Ambos son asintomáticos y deberán permanecer aislados y suspender actividades políticas.
",NEU,0.04545962065458298,0.924100399017334,0.030439959838986397
Ambito,ultimas_noticias,Qatar 2022: ¿cuántas plazas quedan para el Mundial y cuándo se definen?,"
Cuatro seleccionados lucharán por los dos lugares restantes para Qatar 2022. Perú se las verá con Australia y Costa Rica enfrentará a Nueva Zelanda. 
",NEU,0.011327126063406467,0.985077977180481,0.0035948611330240965
Ambito,ultimas_noticias,"Gales aprovechó un error, resistió y estará en el Mundial","
Derrotó 1-0 a Ucrania, que mereció mejor suerte. Los británicos se hicieron fuertes a partir del gol en contra de Yarmolenko y desde las atajadas de Hennessey para clasificar a su segunda Copa del Mundo. 
",NEU,0.040075622498989105,0.8511409163475037,0.10878349840641022
Ambito,ultimas_noticias,"Alberto Fernández se reunirá con Matías Kulfas, quien le entregará personalmente la renuncia","
El Presidente recibirá al exministro cara a cara después de que le pidiera la renuncia. Durante el fin de semana, todos los contactos fueron telefónicos.
",NEU,0.030354032292962074,0.930674135684967,0.03897183761000633
Ambito,ultimas_noticias,"Boca, con suplentes, arrancó la liga ganando","
Venció a Arsenal por 2-1 en la Bombonera con goles de Sandez y Villa. Pitton descontó para los de Sarandí que no pusieron en peligro el triunfo del local que tuvo un convincente debut. 
",NEU,0.07454722374677658,0.878200888633728,0.047251954674720764
Ambito,ultimas_noticias,Río Negro se abre de liga PJ y va por proyecto propio de Corte,"
Iniciativa de Weretilneck cuenta con apoyo de la Carreras. No avala plan FdT de 25 miembros.
",NEU,0.009272267110645771,0.9211650490760803,0.06956270337104797
Ambito,ultimas_noticias,"Lionel Scaloni se deshizo en elogios para Messi: ""Es patrimonio del fútbol mundial""","
El entrenador de la selección argentina reconoció que no le quedan palabras para describirlo y aseguró que cuando deje de jugar ""se lo va a extrañar mucho"". Sobre el equipo aseveró: ""Estamos bien, como otros. Ni más ni menos favoritos"".
",NEU,0.3381803631782532,0.49977782368659973,0.16204175353050232
Ambito,ultimas_noticias,EEUU: Ohio permitirá que los maestros porten armas por los tiroteos,"
El gobernador Mike DeWine adelantó que promulgará la ley aprobada por la Asamblea General del estado. Desde los sindicatos de docentes y de policías cuestionaron la decisión.  
",NEU,0.0372125469148159,0.9470803737640381,0.015707125887274742
Ambito,ultimas_noticias,"Daniel Scioli, el hombre que asumirá con una economía que se enfría bajo la atenta mirada del FMI (y de Guzmán)","
Scioli será un ministro que asumirá con una carga especial. Deberá enfrentarse con dos enemigos: la falta de dólares y el impacto del shock externo en la economía local.
",NEU,0.06526853144168854,0.9081722497940063,0.02655917778611183
